t,Tref,u,T1,e
8.600000000000000000e+01,5.000000000000000000e+01,4.270499999999998408e+01,4.145900000000000318e+01,8.540999999999996817e+00
8.700000000000000000e+01,5.000000000000000000e+01,4.222000000000001307e+01,4.155599999999999739e+01,8.444000000000002615e+00
8.800000000000000000e+01,5.000000000000000000e+01,4.077000000000001734e+01,4.184599999999999653e+01,8.154000000000003467e+00
8.900000000000000000e+01,5.000000000000000000e+01,4.028999999999999915e+01,4.194200000000000017e+01,8.057999999999999829e+00
9.000000000000000000e+01,5.000000000000000000e+01,3.916000000000000369e+01,4.216799999999999926e+01,7.832000000000000739e+00
9.100000000000000000e+01,5.000000000000000000e+01,3.884000000000000341e+01,4.223199999999999932e+01,7.768000000000000682e+00
9.200000000000000000e+01,5.000000000000000000e+01,3.867499999999999716e+01,4.226500000000000057e+01,7.734999999999999432e+00
9.300000000000000000e+01,5.000000000000000000e+01,3.819500000000001450e+01,4.236099999999999710e+01,7.639000000000002899e+00
9.400000000000000000e+01,5.000000000000000000e+01,3.754999999999999005e+01,4.249000000000000199e+01,7.509999999999998010e+00
9.500000000000000000e+01,5.000000000000000000e+01,3.690500000000000114e+01,4.261899999999999977e+01,7.381000000000000227e+00
9.600000000000000000e+01,5.000000000000000000e+01,3.658000000000001251e+01,4.268399999999999750e+01,7.316000000000002501e+00
9.700000000000000000e+01,5.000000000000000000e+01,3.609999999999999432e+01,4.278000000000000114e+01,7.219999999999998863e+00
9.800000000000000000e+01,5.000000000000000000e+01,3.577500000000000568e+01,4.284499999999999886e+01,7.155000000000001137e+00
9.900000000000000000e+01,5.000000000000000000e+01,3.545500000000000540e+01,4.290899999999999892e+01,7.091000000000001080e+00
1.000000000000000000e+02,5.000000000000000000e+01,3.496999999999999886e+01,4.300600000000000023e+01,6.993999999999999773e+00
1.010000000000000000e+02,5.000000000000000000e+01,3.416499999999999204e+01,4.316700000000000159e+01,6.832999999999998408e+00
1.020000000000000000e+02,5.000000000000000000e+01,3.416499999999999204e+01,4.316700000000000159e+01,6.832999999999998408e+00
1.030000000000000000e+02,5.000000000000000000e+01,3.416499999999999204e+01,4.316700000000000159e+01,6.832999999999998408e+00
1.040000000000000000e+02,5.000000000000000000e+01,3.335999999999998522e+01,4.332800000000000296e+01,6.671999999999997044e+00
1.050000000000000000e+02,5.000000000000000000e+01,3.303499999999999659e+01,4.339300000000000068e+01,6.606999999999999318e+00
1.060000000000000000e+02,5.000000000000000000e+01,3.255500000000001393e+01,4.348899999999999721e+01,6.511000000000002785e+00
1.070000000000000000e+02,5.000000000000000000e+01,3.207000000000000739e+01,4.358599999999999852e+01,6.414000000000001478e+00
1.080000000000000000e+02,5.000000000000000000e+01,3.207000000000000739e+01,4.358599999999999852e+01,6.414000000000001478e+00
1.090000000000000000e+02,5.000000000000000000e+01,3.190999999999998948e+01,4.361800000000000210e+01,6.381999999999997897e+00
1.100000000000000000e+02,5.000000000000000000e+01,3.158500000000000085e+01,4.368299999999999983e+01,6.317000000000000171e+00
1.110000000000000000e+02,5.000000000000000000e+01,3.110499999999998266e+01,4.377900000000000347e+01,6.220999999999996533e+00
1.120000000000000000e+02,5.000000000000000000e+01,3.126500000000000057e+01,4.374699999999999989e+01,6.253000000000000114e+00
1.130000000000000000e+02,5.000000000000000000e+01,3.077999999999999403e+01,4.384400000000000119e+01,6.155999999999998806e+00
1.140000000000000000e+02,5.000000000000000000e+01,3.013500000000000512e+01,4.397299999999999898e+01,6.027000000000001023e+00
1.150000000000000000e+02,5.000000000000000000e+01,2.949000000000001620e+01,4.410199999999999676e+01,5.898000000000003240e+00
1.160000000000000000e+02,5.000000000000000000e+01,2.949000000000001620e+01,4.410199999999999676e+01,5.898000000000003240e+00
1.170000000000000000e+02,5.000000000000000000e+01,2.900999999999999801e+01,4.419800000000000040e+01,5.801999999999999602e+00
1.180000000000000000e+02,5.000000000000000000e+01,2.885000000000001563e+01,4.422999999999999687e+01,5.770000000000003126e+00
1.190000000000000000e+02,5.000000000000000000e+01,2.868500000000000938e+01,4.426299999999999812e+01,5.737000000000001876e+00
1.200000000000000000e+02,5.000000000000000000e+01,2.885000000000001563e+01,4.422999999999999687e+01,5.770000000000003126e+00
1.210000000000000000e+02,5.000000000000000000e+01,2.836500000000000909e+01,4.432699999999999818e+01,5.673000000000001819e+00
1.220000000000000000e+02,5.000000000000000000e+01,2.820499999999999119e+01,4.435900000000000176e+01,5.640999999999998238e+00
1.230000000000000000e+02,5.000000000000000000e+01,2.803999999999998494e+01,4.439200000000000301e+01,5.607999999999996987e+00
1.240000000000000000e+02,5.000000000000000000e+01,2.803999999999998494e+01,4.439200000000000301e+01,5.607999999999996987e+00
1.250000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.260000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.270000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.280000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
1.290000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
1.300000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.310000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.320000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
1.330000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
